Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/bdi_Go""))",Chrome 112.0.0.0,,,2023-04-26 14:36:14,2023-04-26 14:36:15,0.658s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Manage Sales Orders/div_183427""), Sales_Order)",Chrome 112.0.0.0,,,2023-04-26 14:36:15,2023-04-26 14:36:16,1.567s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/a_183427""))",Chrome 112.0.0.0,,,2023-04-26 14:36:16,2023-04-26 14:36:18,1.559s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/td_USD_sapMListTblNavCol sapMTblLastVisibleCell_1""))",Chrome 112.0.0.0,,,2023-04-26 14:36:18,2023-04-26 14:36:19,1.450s,PASSED
"click(findTestObject(""Object Repository/Page_Display Sales Order - VA03/div_Change""))",Chrome 112.0.0.0,,,2023-04-26 14:36:19,2023-04-26 14:36:21,1.573s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 14:36:21,2023-04-26 14:36:23,2.011s,PASSED
"click(findTestObject(""Object Repository/Page_Change Standard Order 183427 Overview/span_Order_Quantity""))",Chrome 112.0.0.0,,,2023-04-26 14:36:23,2023-04-26 14:36:23,0.657s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""5"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 14:36:23,2023-04-26 14:36:24,0.439s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 14:36:24,2023-04-26 14:36:26,2.011s,PASSED
"click(findTestObject(""Page_Create Standard Order Overview/div_Save""))",Chrome 112.0.0.0,,,2023-04-26 14:36:26,2023-04-26 14:36:26,0.515s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 14:36:26,2023-04-26 14:36:28,2.007s,PASSED
"verifyElementText(findTestObject(""Page_SAP/span_Standard Order 183427 has been saved""), ""Standard Order "" + Sales_Order + "" has been saved."")",Chrome 112.0.0.0,,,2023-04-26 14:36:28,2023-04-26 14:36:29,0.423s,PASSED
"click(findTestObject(""Object Repository/Page_SAP/div_Exit""))",Chrome 112.0.0.0,,,2023-04-26 14:36:29,2023-04-26 14:36:30,1.596s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/Span_UT""))",Chrome 112.0.0.0,,,2023-04-26 14:36:30,2023-04-26 14:36:33,2.120s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/btnLogout""))",Chrome 112.0.0.0,,,2023-04-26 14:36:33,2023-04-26 14:36:36,3.719s,FAILED
