Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_P_InputField""), ""0004"")",Chrome 112.0.0.0,,,2023-04-26 13:02:14,2023-04-26 13:02:14,0.386s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_I_InputField""), ""EXW"")",Chrome 112.0.0.0,,,2023-04-26 13:02:14,2023-04-26 13:02:14,0.532s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_I_InputField_1""), Keys.chord(""Palo Alto"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:02:14,2023-04-26 13:02:15,0.412s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_Overall Status_InputField""), Keys.chord(""MZ-FG-26XR1"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:02:15,2023-04-26 13:02:16,1.565s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""10"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:02:16,2023-04-26 13:02:17,0.851s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 13:02:17,2023-04-26 13:02:19,2.013s,PASSED
"click(findTestObject(""Page_Create Standard Order Overview/div_Save""))",Chrome 112.0.0.0,,,2023-04-26 13:02:19,2023-04-26 13:02:20,0.539s,PASSED
delay(5),Chrome 112.0.0.0,,,2023-04-26 13:02:20,2023-04-26 13:02:25,5.013s,PASSED
"Sales_Order = getText(findTestObject(""Page_Create Standard Order Overview/span_SuccessMessage"")).substring(15, 21)",Chrome 112.0.0.0,,,2023-04-26 13:02:25,2023-04-26 13:02:25,0.665s,PASSED
print(Sales_Order),Chrome 112.0.0.0,,,2023-04-26 13:02:25,2023-04-26 13:02:25,0.006s,PASSED
"click(findTestObject(""Object Repository/Page_SAP/div_Exit""))",Chrome 112.0.0.0,,,2023-04-26 13:02:25,2023-04-26 13:02:26,0.656s,PASSED
,,,,,,,
Test Cases/SAP_SearchSalesOrder,Chrome 112.0.0.0,,,2023-04-26 13:02:26,2023-04-26 13:02:50,23.341s,FAILED
"setText(findTestObject(""Object Repository/Page_Manage Sales Orders/input_Sales Order_cus.sd.salesorders.manage_6cf20f""), Sales_Order)",Chrome 112.0.0.0,,,2023-04-26 13:02:26,2023-04-26 13:02:33,7.038s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Sales OrderContains 1 token183427Sold-t_9beef2""))",Chrome 112.0.0.0,,,2023-04-26 13:02:33,2023-04-26 13:02:35,1.959s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/bdi_Go""))",Chrome 112.0.0.0,,,2023-04-26 13:02:35,2023-04-26 13:02:36,0.574s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Manage Sales Orders/div_183427""), Sales_Order)",Chrome 112.0.0.0,,,2023-04-26 13:02:36,2023-04-26 13:02:37,1.477s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/a_183427""))",Chrome 112.0.0.0,,,2023-04-26 13:02:37,2023-04-26 13:02:39,1.507s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/td_USD_sapMListTblNavCol sapMTblLastVisibleCell_1""))",Chrome 112.0.0.0,,,2023-04-26 13:02:39,2023-04-26 13:02:41,1.728s,PASSED
"click(findTestObject(""Object Repository/Page_Display Sales Order - VA03/div_Change""))",Chrome 112.0.0.0,,,2023-04-26 13:02:41,2023-04-26 13:02:42,1.162s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 13:02:42,2023-04-26 13:02:44,2.019s,PASSED
"click(findTestObject(""Object Repository/Page_Change Standard Order 183427 Overview/span_Order_Quantity""))",Chrome 112.0.0.0,,,2023-04-26 13:02:44,2023-04-26 13:02:44,0.538s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""5"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:02:44,2023-04-26 13:02:45,0.541s,PASSED
"click(findTestObject(""Object Repository/Page_Change Standard Order 183427 Overview/div_SaveEmphasized""))",Chrome 112.0.0.0,,,2023-04-26 13:02:45,2023-04-26 13:02:45,0.475s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 13:02:45,2023-04-26 13:02:47,2.013s,PASSED
"verifyElementText(findTestObject(""Page_SAP/span_Standard Order 183427 has been saved""), ""Standard Order 183427 has been saved."")",Chrome 112.0.0.0,,,2023-04-26 13:02:47,2023-04-26 13:02:49,2.139s,FAILED
