Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Create Standard Order Overview/div_Standard OrderNet ValueSold-to PartyShi_75e7b7""))",Chrome 121.0.0.0,,,03-02-2024 16:26:41,03-02-2024 16:26:42,0.404s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_P_InputField""), ""0004"")",Chrome 121.0.0.0,,,03-02-2024 16:26:42,03-02-2024 16:26:42,0.352s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_I_InputField""), ""EXW"")",Chrome 121.0.0.0,,,03-02-2024 16:26:42,03-02-2024 16:26:43,0.350s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_I_InputField_1""), Keys.chord(""Palo Alto"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 16:26:43,03-02-2024 16:26:43,0.338s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_Overall Status_InputField""), Keys.chord(""MZ-FG-26XR1"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 16:26:43,03-02-2024 16:26:44,1.333s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""10"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 16:26:44,03-02-2024 16:26:45,0.585s,PASSED
delay(2),Chrome 121.0.0.0,,,03-02-2024 16:26:45,03-02-2024 16:26:47,2.007s,PASSED
"click(findTestObject(""Page_Create Standard Order Overview/div_Save""))",Chrome 121.0.0.0,,,03-02-2024 16:26:47,03-02-2024 16:26:47,0.327s,PASSED
delay(5),Chrome 121.0.0.0,,,03-02-2024 16:26:47,03-02-2024 16:26:52,5.005s,PASSED
"if (verifyElementPresent(findTestObject(""Page_Create Standard Order Overview/span_SuccessMessage""), 0) == true)",Chrome 121.0.0.0,,,03-02-2024 16:26:52,03-02-2024 16:26:53,1.344s,PASSED
"click(findTestObject(""Object Repository/Page_SAP/div_Exit""))",Chrome 121.0.0.0,,,03-02-2024 16:26:53,03-02-2024 16:26:54,0.323s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 121.0.0.0,,,03-02-2024 16:26:54,03-02-2024 16:26:54,0.000s,PASSED
Video,Chrome 121.0.0.0,,,03-02-2024 16:26:56,03-02-2024 16:26:56,0.001s,PASSED
,,,,,,,
Test Cases/SAP_Search_UpdateSalesOrder,Chrome 121.0.0.0,,,03-02-2024 16:26:56,03-02-2024 16:27:33,37.308s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 16:26:56,03-02-2024 16:26:56,0.001s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Sales Orders/input_Sales Order_cus.sd.salesorders.manage_6cf20f""), Sales_Order)",Chrome 121.0.0.0,,,03-02-2024 16:26:56,03-02-2024 16:27:03,6.986s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Sales OrderContains 1 token183427Sold-t_9beef2""))",Chrome 121.0.0.0,,,03-02-2024 16:27:03,03-02-2024 16:27:03,0.508s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/bdi_Go""))",Chrome 121.0.0.0,,,03-02-2024 16:27:03,03-02-2024 16:27:04,0.620s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Manage Sales Orders/div_183427""), Sales_Order)",Chrome 121.0.0.0,,,03-02-2024 16:27:04,03-02-2024 16:27:05,0.785s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/a_183427""))",Chrome 121.0.0.0,,,03-02-2024 16:27:05,03-02-2024 16:27:05,0.280s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/td_USD_sapMListTblNavCol sapMTblLastVisibleCell_1""))",Chrome 121.0.0.0,,,03-02-2024 16:27:05,03-02-2024 16:27:06,1.151s,PASSED
"click(findTestObject(""Object Repository/Page_Display Sales Order - VA03/div_Change""))",Chrome 121.0.0.0,,,03-02-2024 16:27:06,03-02-2024 16:27:07,0.983s,PASSED
delay(2),Chrome 121.0.0.0,,,03-02-2024 16:27:07,03-02-2024 16:27:09,2.006s,PASSED
"click(findTestObject(""Object Repository/Page_Change Standard Order 183427 Overview/span_Order_Quantity""))",Chrome 121.0.0.0,,,03-02-2024 16:27:09,03-02-2024 16:27:10,0.334s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""5"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 16:27:10,03-02-2024 16:27:10,0.358s,PASSED
delay(2),Chrome 121.0.0.0,,,03-02-2024 16:27:10,03-02-2024 16:27:12,2.004s,PASSED
"click(findTestObject(""Page_Create Standard Order Overview/div_Save""))",Chrome 121.0.0.0,,,03-02-2024 16:27:12,03-02-2024 16:27:12,0.324s,PASSED
delay(2),Chrome 121.0.0.0,,,03-02-2024 16:27:12,03-02-2024 16:27:14,2.006s,PASSED
"verifyElementText(findTestObject(""Page_SAP/span_Standard Order 183427 has been saved""), ""Standard Order "" + Sales_Order + "" has been saved."")",Chrome 121.0.0.0,,,03-02-2024 16:27:14,03-02-2024 16:27:15,0.281s,PASSED
"click(findTestObject(""Object Repository/Page_SAP/div_ExitHelp""))",Chrome 121.0.0.0,,,03-02-2024 16:27:15,03-02-2024 16:27:15,0.320s,PASSED
"click(findTestObject(""Page_Home/span_UT""))",Chrome 121.0.0.0,,,03-02-2024 16:27:15,03-02-2024 16:27:17,2.069s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/div_Sign Out""))",Chrome 121.0.0.0,,,03-02-2024 16:27:17,03-02-2024 16:27:18,0.781s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/bdi_OK""))",Chrome 121.0.0.0,,,03-02-2024 16:27:18,03-02-2024 16:27:21,2.787s,PASSED
delay(5),Chrome 121.0.0.0,,,03-02-2024 16:27:21,03-02-2024 16:27:26,5.007s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,03-02-2024 16:27:26,03-02-2024 16:27:31,5.624s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 121.0.0.0,,,03-02-2024 16:27:31,03-02-2024 16:27:31,0.000s,PASSED
Video,Chrome 121.0.0.0,,,03-02-2024 16:27:33,03-02-2024 16:27:33,0.000s,PASSED
